BBBAABBBB,BBBAAAABBBB
BBABAA,BBAABAAAA
BB,BB
BAB,BAAB
BAA,BAAAA
BBBAABA,BBBAAAABAA
AB,AAB
ABBAAB,AABBAAAAB
BB,BB
AAB,AAAAB
ABABBBABA,AABAABBBAABAA
BA,BAA
ABBB,AABBB
BAAA,BAAAAAA
AABBB,AAAABBB
BAAAA,BAAAAAAAA
ABAAA,AABAAAAAA
BABABAABA,BAABAABAAAABAA
BAAAB,BAAAAAAB
AAABABAA,AAAAAABAABAAAA
AB,AAB
AAAAAA,AAAAAAAAAAAA
BAA,BAAAA
BAAAB,BAAAAAAB
ABBAB,AABBAAB
BBBAAABA,BBBAAAAAABAA
A,AA
BAABBBAA,BAAAABBBAAAA
B,B
BAAABABA,BAAAAAABAABAA
ABABA,AABAABAA
AAAAAB,AAAAAAAAAAB
BAB,BAAB
AAABBBAA,AAAAAABBBAAAA
BBA,BBAA
AA,AAAA
AB,AAB
BABAA,BAABAAAA
ABBBBBBB,AABBBBBBB
B,B
BBB,BBB
ABBABBBA,AABBAABBBAA
BBBBABB,BBBBAABB
ABB,AABB
ABAB,AABAAB
ABAA,AABAAAA
AAA,AAAAAA
A,AA
B,B
ABABBAB,AABAABBAAB
ABABABB,AABAABAABB
BBB,BBB
BBBAAB,BBBAAAAB
B,B
BAABAABA,BAAAABAAAABAA
BAABABA,BAAAABAABAA
BBB,BBB
AAB,AAAAB
ABBB,AABBB
BBAB,BBAAB
ABA,AABAA
AABABAAA,AAAABAABAAAAAA
BA,BAA
A,AA
ABBBAABBB,AABBBAAAABBB
A,AA
BABAA,BAABAAAA
BABABABA,BAABAABAABAA
BABAB,BAABAAB
ABAAAAA,AABAAAAAAAAAA
AABAABBB,AAAABAAAABBB
A,AA
ABAAABBB,AABAAAAAABBB
BBBAABBA,BBBAAAABBAA
BBB,BBB
AAABAAABA,AAAAAABAAAAAABAA
ABBBBBABB,AABBBBBAABB
AAABBBAA,AAAAAABBBAAAA
BBABB,BBAABB
ABAB,AABAAB
ABAAABA,AABAAAAAABAA
ABABB,AABAABB
AAB,AAAAB
ABBA,AABBAA
AA,AAAA
AABAB,AAAABAAB
AAA,AAAAAA
ABBAB,AABBAAB
A,AA
BBAAB,BBAAAAB
BABAABAAA,BAABAAAABAAAAAA
BBABB,BBAABB
BB,BB
BBAAABA,BBAAAAAABAA
ABAAA,AABAAAAAA
B,B
BA,BAA
BAAA,BAAAAAA
BABAB,BAABAAB
ABAAA,AABAAAAAA
AAABB,AAAAAABB
BBBBBAAB,BBBBBAAAAB
BBB,BBB
AA,AAAA
AA,AAAA
ABABBBBAB,AABAABBBBAAB
ABABB,AABAABB
ABBBBBABB,AABBBBBAABB
BBABA,BBAABAA
AA,AAAA
BBBBBAAB,BBBBBAAAAB
BABAABBAA,BAABAAAABBAAAA
AABAAA,AAAABAAAAAA
BABABBBB,BAABAABBBB
A,AA
BBBB,BBBB
AA,AAAA
BBBAAA,BBBAAAAAA
AABB,AAAABB
BBB,BBB
ABAAAA,AABAAAAAAAA
ABA,AABAA
AAABBAB,AAAAAABBAAB
B,B
BABBB,BAABBB
BBBA,BBBAA
BBBAAA,BBBAAAAAA
BABBABAAA,BAABBAABAAAAAA
BBBAABBB,BBBAAAABBB
BABAAB,BAABAAAAB
ABAABBAB,AABAAAABBAAB
AAAA,AAAAAAAA
ABBA,AABBAA
AABBB,AAAABBB
BBBB,BBBB
A,AA
BA,BAA
BB,BB
BAABBABB,BAAAABBAABB
A,AA
BBB,BBB
BBBAAB,BBBAAAAB
BAABAB,BAAAABAAB
ABABB,AABAABB
BBBABAABB,BBBAABAAAABB
ABBA,AABBAA
BAABB,BAAAABB
BAB,BAAB
AAAAABBBB,AAAAAAAAAABBBB
BABB,BAABB
BBBA,BBBAA
BBAABBABB,BBAAAABBAABB
BBAABBA,BBAAAABBAA
BBBBBB,BBBBBB
A,AA
ABBABAB,AABBAABAAB
BBBBB,BBBBB
BABAABB,BAABAAAABB
ABB,AABB
ABBABA,AABBAABAA
A,AA
BABABABAB,BAABAABAABAAB
ABA,AABAA
BAAABBA,BAAAAAABBAA
AAAAAAAB,AAAAAAAAAAAAAAB
ABBA,AABBAA
ABABB,AABAABB
AB,AAB
ABBBAAAAB,AABBBAAAAAAAAB
ABBA,AABBAA
AABAABBBA,AAAABAAAABBBAA
BBBAAAAB,BBBAAAAAAAAB
ABBBBB,AABBBBB
AABBABAB,AAAABBAABAAB
BABABBA,BAABAABBAA
BBABAAA,BBAABAAAAAA
ABABBA,AABAABBAA
BAABABBA,BAAAABAABBAA
ABAAABABA,AABAAAAAABAABAA
BAAAB,BAAAAAAB
BAAAAAA,BAAAAAAAAAAAA
AABAABAAA,AAAABAAAABAAAAAA
AB,AAB
BA,BAA
BB,BB
BBBAABA,BBBAAAABAA
B,B
BB,BB
AABAB,AAAABAAB
BA,BAA
A,AA
BBBAAAB,BBBAAAAAAB
AAAABBBAA,AAAAAAAABBBAAAA
AAA,AAAAAA
BBBBBAABA,BBBBBAAAABAA
BBA,BBAA
AABAB,AAAABAAB
AAABABAA,AAAAAABAABAAAA
AAABAA,AAAAAABAAAA
A,AA
AABABABAA,AAAABAABAABAAAA
ABBA,AABBAA
AABBBBBB,AAAABBBBBB
AAA,AAAAAA
BABABAAAA,BAABAABAAAAAAAA
AAAAAABAB,AAAAAAAAAAAABAAB
ABA,AABAA
ABBAA,AABBAAAA
AAAABAAA,AAAAAAAABAAAAAA
BBABBABAB,BBAABBAABAAB
BBB,BBB
AAABA,AAAAAABAA
BABBABBB,BAABBAABBB
BABABBAB,BAABAABBAAB
BBBABBBA,BBBAABBBAA
BBBBAAAAB,BBBBAAAAAAAAB
BBABAAAA,BBAABAAAAAAAA
AAABBABA,AAAAAABBAABAA
ABBBBAB,AABBBBAAB
BA,BAA
A,AA
BBAAAAB,BBAAAAAAAAB
A,AA
BA,BAA
AB,AAB
AABAAAB,AAAABAAAAAAB
ABABA,AABAABAA
ABABBBBAA,AABAABBBBAAAA
ABBBBBB,AABBBBBB
AAAA,AAAAAAAA
ABAA,AABAAAA
B,B
BBA,BBAA
BABBBA,BAABBBAA
AABBABA,AAAABBAABAA
BABA,BAABAA
BABBAABBA,BAABBAAAABBAA
BAA,BAAAA
ABAAAAABA,AABAAAAAAAAAABAA
BA,BAA
AABBA,AAAABBAA
BABBBA,BAABBBAA
AAAAB,AAAAAAAAB
BBBB,BBBB
BB,BB
ABABB,AABAABB
BABAABAAB,BAABAAAABAAAAB
AA,AAAA
AB,AAB
ABBBBB,AABBBBB
BBABABB,BBAABAABB
BBBB,BBBB
AAAAABAAB,AAAAAAAAAABAAAAB
B,B
AB,AAB
BA,BAA
AAB,AAAAB
AAAAA,AAAAAAAAAA
ABBB,AABBB
AAABBA,AAAAAABBAA
BAABAABB,BAAAABAAAABB
ABABAABA,AABAABAAAABAA
ABBBAA,AABBBAAAA
ABABBABBA,AABAABBAABBAA
BBABBB,BBAABBB
BABAA,BAABAAAA
B,B
BABBAAABA,BAABBAAAAAABAA
BBAABBAA,BBAAAABBAAAA
AAAABBAAA,AAAAAAAABBAAAAAA
B,B
BBABAABBB,BBAABAAAABBB
AB,AAB
BABBA,BAABBAA
BBABA,BBAABAA
AABBBAB,AAAABBBAAB
BA,BAA
B,B
BAABB,BAAAABB
AABBBBBB,AAAABBBBBB
BAAA,BAAAAAA
A,AA
BA,BAA
ABABBBBA,AABAABBBBAA
AAB,AAAAB
A,AA
BABAAB,BAABAAAAB
BA,BAA
BBAAAAAA,BBAAAAAAAAAAAA
AAAAAB,AAAAAAAAAAB
ABAAAA,AABAAAAAAAA
ABABA,AABAABAA
ABBB,AABBB
ABBBBB,AABBBBB
BBABB,BBAABB
BBAAB,BBAAAAB
AABAAAB,AAAABAAAAAAB
AABAA,AAAABAAAA
BAABBBAA,BAAAABBBAAAA
BB,BB
BA,BAA
A,AA
BA,BAA
BB,BB
ABA,AABAA
A,AA
BAA,BAAAA
B,B
ABBA,AABBAA
BBA,BBAA
BABAABAAB,BAABAAAABAAAAB
ABBB,AABBB
BBA,BBAA
B,B
A,AA
BBAAAAAB,BBAAAAAAAAAAB
B,B
BAABBAB,BAAAABBAAB
ABAABBA,AABAAAABBAA
AABAAA,AAAABAAAAAA
BBAABABA,BBAAAABAABAA
ABB,AABB
B,B
BABAAA,BAABAAAAAA
AAABBA,AAAAAABBAA
BABA,BAABAA
BA,BAA
BB,BB
ABBABABAA,AABBAABAABAAAA
BBBAABAB,BBBAAAABAAB
AB,AAB
AAAABA,AAAAAAAABAA
AABABAB,AAAABAABAAB
AABBBBAAA,AAAABBBBAAAAAA
ABB,AABB
ABBAABABB,AABBAAAABAABB
BAB,BAAB
BA,BAA
AABBBABB,AAAABBBAABB
A,AA
BBAB,BBAAB
BAA,BAAAA
AAABBAA,AAAAAABBAAAA
AABABBBAB,AAAABAABBBAAB
BBAABBBA,BBAAAABBBAA
AAABAB,AAAAAABAAB
ABAAABBAA,AABAAAAAABBAAAA
BABBABBAB,BAABBAABBAAB
ABABAB,AABAABAAB
AABAB,AAAABAAB
BAAA,BAAAAAA
BB,BB
BBAABBAAB,BBAAAABBAAAAB
BA,BAA
A,AA
BBA,BBAA
AAB,AAAAB
AAAABABBA,AAAAAAAABAABBAA
ABABB,AABAABB
AAAAAAAAB,AAAAAAAAAAAAAAAAB
AA,AAAA
BBBAAB,BBBAAAAB
ABAA,AABAAAA
ABB,AABB
BBB,BBB
AB,AAB
BA,BAA
BA,BAA
AAAAABB,AAAAAAAAAABB
BAAABAAB,BAAAAAABAAAAB
ABB,AABB
AA,AAAA
BABBB,BAABBB
B,B
ABABBBA,AABAABBBAA
AAB,AAAAB
ABAAAA,AABAAAAAAAA
AAABBB,AAAAAABBB
AABA,AAAABAA
AA,AAAA
AAAA,AAAAAAAA
AAAB,AAAAAAB
BA,BAA
BBB,BBB
B,B
BBAAABB,BBAAAAAABB
AB,AAB
BAAAAAB,BAAAAAAAAAAB
BAABAA,BAAAABAAAA
BABABABBB,BAABAABAABBB
BBAAABAAB,BBAAAAAABAAAAB
BABBBB,BAABBBB
AABBAA,AAAABBAAAA
ABBA,AABBAA
BABABAA,BAABAABAAAA
BBBBBBBA,BBBBBBBAA
BAAABAA,BAAAAAABAAAA
AB,AAB
AAAAB,AAAAAAAAB
ABBA,AABBAA
AABAABBA,AAAABAAAABBAA
AABBABA,AAAABBAABAA
BBAB,BBAAB
BAB,BAAB
AABB,AAAABB
BABA,BAABAA
AB,AAB
ABBBBABAB,AABBBBAABAAB
BAABB,BAAAABB
BAAABABAA,BAAAAAABAABAAAA
AABBBAAB,AAAABBBAAAAB
ABBA,AABBAA
BAA,BAAAA
BAABAAB,BAAAABAAAAB
BBBAAABA,BBBAAAAAABAA
AABBBAA,AAAABBBAAAA
BBABA,BBAABAA
B,B
BBABBAA,BBAABBAAAA
BB,BB
BAABB,BAAAABB
BB,BB
BAB,BAAB
ABABAAAB,AABAABAAAAAAB
BBABBA,BBAABBAA
AB,AAB
BABAABAAA,BAABAAAABAAAAAA
AB,AAB
ABA,AABAA
ABA,AABAA
B,B
B,B
ABB,AABB
AA,AAAA
BBBAB,BBBAAB
AB,AAB
BAAABAB,BAAAAAABAAB
AAAAAA,AAAAAAAAAAAA
AAABAABAA,AAAAAABAAAABAAAA
ABAB,AABAAB
BBBBABB,BBBBAABB
BABAAA,BAABAAAAAA
BABABAB,BAABAABAAB
BAABB,BAAAABB
AB,AAB
AABABAAAA,AAAABAABAAAAAAAA
BA,BAA
BA,BAA
BABBA,BAABBAA
ABAAAAB,AABAAAAAAAAB
BA,BAA
BBBBBAAA,BBBBBAAAAAA
ABABA,AABAABAA
AB,AAB
BAA,BAAAA
BAB,BAAB
ABAA,AABAAAA
BBABA,BBAABAA
BABABAABA,BAABAABAAAABAA
BABBBAA,BAABBBAAAA
BABAB,BAABAAB
BABBA,BAABBAA
ABB,AABB
BBB,BBB
BBBAAAB,BBBAAAAAAB
BBABB,BBAABB
BAABBBAA,BAAAABBBAAAA
BBAAB,BBAAAAB
BABAABABB,BAABAAAABAABB
AAABAABBB,AAAAAABAAAABBB
A,AA
BBB,BBB
BAAAA,BAAAAAAAA
BBABA,BBAABAA
BA,BAA
BBAAABAB,BBAAAAAABAAB
AAB,AAAAB
AA,AAAA
BABBA,BAABBAA
AABABBBBB,AAAABAABBBBB
ABABB,AABAABB
AB,AAB
AAAABA,AAAAAAAABAA
ABBBABABA,AABBBAABAABAA
A,AA
AB,AAB
BAA,BAAAA
BBBAAABB,BBBAAAAAABB
ABBAAABB,AABBAAAAAABB
AABBBBA,AAAABBBBAA
AB,AAB
BA,BAA
BBABAAAB,BBAABAAAAAAB
ABAA,AABAAAA
AA,AAAA
BBABABAA,BBAABAABAAAA
BBAAAAA,BBAAAAAAAAAA
BABB,BAABB
BBBAB,BBBAAB
B,B
AAA,AAAAAA
AB,AAB
AA,AAAA
ABBBAB,AABBBAAB
AB,AAB
B,B
ABBBBBBB,AABBBBBBB
BBBBA,BBBBAA
AAB,AAAAB
AAABBB,AAAAAABBB
BAAB,BAAAAB
AAA,AAAAAA
BAAABAAAB,BAAAAAABAAAAAAB
BBABBBABA,BBAABBBAABAA
BAAAAAA,BAAAAAAAAAAAA
BBBBB,BBBBB
ABAABB,AABAAAABB
B,B
BBABA,BBAABAA
AABBAAB,AAAABBAAAAB
BBBAAA,BBBAAAAAA
ABA,AABAA
A,AA
A,AA
BABABAB,BAABAABAAB
BAA,BAAAA
AABABB,AAAABAABB
AAABAABA,AAAAAABAAAABAA
BBAAA,BBAAAAAA
BBAABBBB,BBAAAABBBB
BBBBBB,BBBBBB
BAAABABA,BAAAAAABAABAA
BB,BB
BABBABA,BAABBAABAA
BAABA,BAAAABAA
ABA,AABAA
BB,BB
BBAABAA,BBAAAABAAAA
B,B
A,AA
ABBAAA,AABBAAAAAA
AAAA,AAAAAAAA
B,B
AAABBAAB,AAAAAABBAAAAB
BBAABB,BBAAAABB
BAAB,BAAAAB
BAAAAAA,BAAAAAAAAAAAA
BA,BAA
BBAAB,BBAAAAB
BBBBBBB,BBBBBBB
AAABBAAAA,AAAAAABBAAAAAAAA
ABABAA,AABAABAAAA
BABABB,BAABAABB
BBABBB,BBAABBB
BBBBBBB,BBBBBBB
BBAABBBBB,BBAAAABBBBB
BABAAA,BAABAAAAAA
ABAABAAA,AABAAAABAAAAAA
AAAABBB,AAAAAAAABBB
A,AA
ABABAABB,AABAABAAAABB
BABABB,BAABAABB
ABABABBAB,AABAABAABBAAB
AABAABBAA,AAAABAAAABBAAAA
BBABAABBB,BBAABAAAABBB
BBBB,BBBB
A,AA
BAB,BAAB
AB,AAB
BAABBBAB,BAAAABBBAAB
B,B
ABBBBA,AABBBBAA
AB,AAB
AAAB,AAAAAAB
BBBA,BBBAA
BBBABB,BBBAABB
BAAAABBAB,BAAAAAAAABBAAB
A,AA
BAABA,BAAAABAA
BABBBABA,BAABBBAABAA
ABA,AABAA
AB,AAB
ABA,AABAA
AAABBBB,AAAAAABBBB
BBBABBBBA,BBBAABBBBAA
BBABABAA,BBAABAABAAAA
BBABABABA,BBAABAABAABAA
BBAAABAB,BBAAAAAABAAB
ABABBA,AABAABBAA
A,AA
BBBBBA,BBBBBAA
B,B
BAAAA,BAAAAAAAA
B,B
BBBAA,BBBAAAA
ABBAB,AABBAAB
ABAA,AABAAAA
ABBB,AABBB
AA,AAAA
B,B
AABAA,AAAABAAAA
ABBABA,AABBAABAA
ABABBAA,AABAABBAAAA
BBBA,BBBAA
BBB,BBB
BBABABBAA,BBAABAABBAAAA
AAB,AAAAB
AAAAAAB,AAAAAAAAAAAAB
B,B
AAABAAB,AAAAAABAAAAB
ABBABB,AABBAABB
ABBA,AABBAA
BAAA,BAAAAAA
AAABA,AAAAAABAA
ABBBBABBA,AABBBBAABBAA
B,B
BBBAB,BBBAAB
ABAABAB,AABAAAABAAB
BAAABAA,BAAAAAABAAAA
BAA,BAAAA
BABBB,BAABBB
ABAABB,AABAAAABB
AB,AAB
BAA,BAAAA
AAAAA,AAAAAAAAAA
AAAA,AAAAAAAA
A,AA
AA,AAAA
B,B
ABBBAAAAB,AABBBAAAAAAAAB
ABAABBA,AABAAAABBAA
B,B
BBB,BBB
AABAAAB,AAAABAAAAAAB
B,B
AA,AAAA
BABBB,BAABBB
BABABBA,BAABAABBAA
BBAABBA,BBAAAABBAA
AAAAABAAB,AAAAAAAAAABAAAAB
AAAAABABA,AAAAAAAAAABAABAA
BBAABBBA,BBAAAABBBAA
BAA,BAAAA
BBAA,BBAAAA
BAABAA,BAAAABAAAA
ABBBBAA,AABBBBAAAA
BBBAB,BBBAAB
BBBA,BBBAA
ABBABBA,AABBAABBAA
A,AA
AABAB,AAAABAAB
ABAAAB,AABAAAAAAB
BBBAAAAB,BBBAAAAAAAAB
AA,AAAA
BAB,BAAB
AAABAAB,AAAAAABAAAAB
BAAAAAB,BAAAAAAAAAAB
BABBAAABA,BAABBAAAAAABAA
BABAA,BAABAAAA
BBAAB,BBAAAAB
AAABAA,AAAAAABAAAA
ABA,AABAA
ABABAA,AABAABAAAA
B,B
BBBBBA,BBBBBAA
BBAB,BBAAB
AAABAB,AAAAAABAAB
AABABAAB,AAAABAABAAAAB
BAABBAB,BAAAABBAAB
ABAB,AABAAB
AAAB,AAAAAAB
AAA,AAAAAA
ABABBA,AABAABBAA
BBBA,BBBAA
A,AA
A,AA
BAABBB,BAAAABBB
BAAAB,BAAAAAAB
B,B
ABBABABBB,AABBAABAABBB
BABBBAAA,BAABBBAAAAAA
BAAA,BAAAAAA
ABB,AABB
BA,BAA
ABABAB,AABAABAAB
BBAAAA,BBAAAAAAAA
A,AA
A,AA
BBAABAB,BBAAAABAAB
AABBBBAA,AAAABBBBAAAA
A,AA
BABBABA,BAABBAABAA
ABB,AABB
B,B
ABAAAABA,AABAAAAAAAABAA
BABAB,BAABAAB
BAABAAA,BAAAABAAAAAA
BBBAAABAB,BBBAAAAAABAAB
BBABA,BBAABAA
AABABBAB,AAAABAABBAAB
BAAABABAB,BAAAAAABAABAAB
AAAA,AAAAAAAA
AA,AAAA
A,AA
BABAB,BAABAAB
A,AA
ABAAAB,AABAAAAAAB
BAAB,BAAAAB
AABBAAA,AAAABBAAAAAA
ABAABABB,AABAAAABAABB
AABBABAB,AAAABBAABAAB
ABABA,AABAABAA
A,AA
B,B
AA,AAAA
ABAB,AABAAB
BABBABBA,BAABBAABBAA
AAABBABB,AAAAAABBAABB
AAAB,AAAAAAB
BBBAABBA,BBBAAAABBAA
ABBAABB,AABBAAAABB
BBABB,BBAABB
BBBABBAA,BBBAABBAAAA
A,AA
AAAB,AAAAAAB
BAABBA,BAAAABBAA
AABABA,AAAABAABAA
A,AA
BAAAABAA,BAAAAAAAABAAAA
BABAAABA,BAABAAAAAABAA
AABA,AAAABAA
AABAAAA,AAAABAAAAAAAA
AB,AAB
BABAABAA,BAABAAAABAAAA
BBBAA,BBBAAAA
AAAB,AAAAAAB
AA,AAAA
ABABBA,AABAABBAA
BBBAAA,BBBAAAAAA
ABBAB,AABBAAB
A,AA
ABA,AABAA
ABBAAAABA,AABBAAAAAAAABAA
ABBABBBAA,AABBAABBBAAAA
BBBAABAA,BBBAAAABAAAA
BABBBBABB,BAABBBBAABB
ABAABB,AABAAAABB
BBABAABA,BBAABAAAABAA
A,AA
ABABAABA,AABAABAAAABAA
BABAB,BAABAAB
AAABAA,AAAAAABAAAA
BBAAABBA,BBAAAAAABBAA
BAAA,BAAAAAA
BBAAB,BBAAAAB
AA,AAAA
ABBB,AABBB
BBBAAA,BBBAAAAAA
AABA,AAAABAA
AAAAAAABA,AAAAAAAAAAAAAABAA
BBBBAABBB,BBBBAAAABBB
BAABBBA,BAAAABBBAA
BB,BB
BABABABB,BAABAABAABB
AABABBBBA,AAAABAABBBBAA
AAABBBAB,AAAAAABBBAAB
A,AA
BABBAA,BAABBAAAA
ABA,AABAA
AAABAAAB,AAAAAABAAAAAAB
A,AA
BABA,BAABAA
A,AA
AAAAB,AAAAAAAAB
BABBA,BAABBAA
BBBABABB,BBBAABAABB
AB,AAB
ABAAABBB,AABAAAAAABBB
B,B
BB,BB
AAABBBBBA,AAAAAABBBBBAA
ABBBAABB,AABBBAAAABB
AABAA,AAAABAAAA
BABAB,BAABAAB
AABA,AAAABAA
AABABBAB,AAAABAABBAAB
BABBBBAA,BAABBBBAAAA
A,AA
ABA,AABAA
BB,BB
ABBAAAB,AABBAAAAAAB
BABABBAA,BAABAABBAAAA
BBAAABB,BBAAAAAABB
AABABBA,AAAABAABBAA
BABABABB,BAABAABAABB
AAABBBB,AAAAAABBBB
BAAAB,BAAAAAAB
A,AA
BBAABABA,BBAAAABAABAA
ABBB,AABBB
ABAAABAB,AABAAAAAABAAB
BABAB,BAABAAB
AA,AAAA
AAABAB,AAAAAABAAB
ABBAAAABA,AABBAAAAAAAABAA
A,AA
ABAABABA,AABAAAABAABAA
BABBBB,BAABBBB
A,AA
BABBBBBA,BAABBBBBAA
ABABABB,AABAABAABB
ABAABB,AABAAAABB
A,AA
BBBBAA,BBBBAAAA
ABAAABA,AABAAAAAABAA
AAAAABA,AAAAAAAAAABAA
BABB,BAABB
BBBB,BBBB
A,AA
B,B
ABABABBB,AABAABAABBB
BB,BB
BBBAA,BBBAAAA
AABAAAABA,AAAABAAAAAAAABAA
BBAABBB,BBAAAABBB
AA,AAAA
ABBA,AABBAA
BBB,BBB
BBABBA,BBAABBAA
BA,BAA
A,AA
AABBAAA,AAAABBAAAAAA
BABBB,BAABBB
AABBAA,AAAABBAAAA
A,AA
ABABAA,AABAABAAAA
ABABBA,AABAABBAA
ABBBAAAAA,AABBBAAAAAAAAAA
AABB,AAAABB
BAAB,BAAAAB
AAAB,AAAAAAB
BBBBB,BBBBB
BA,BAA
A,AA
ABABA,AABAABAA
ABBAA,AABBAAAA
ABAAAABA,AABAAAAAAAABAA
BBBAAAB,BBBAAAAAAB
BABBABBA,BAABBAABBAA
BA,BAA
BBA,BBAA
BBBAAB,BBBAAAAB
AABBBA,AAAABBBAA
A,AA
BBBAABB,BBBAAAABB
ABBAABBBB,AABBAAAABBBB
BBBAB,BBBAAB
ABBB,AABBB
A,AA
BBABBAB,BBAABBAAB
ABBBBBAAA,AABBBBBAAAAAA
ABB,AABB
AABAA,AAAABAAAA
AA,AAAA
AAABBBAA,AAAAAABBBAAAA
BB,BB
BABBAB,BAABBAAB
AAB,AAAAB
BA,BAA
AA,AAAA
A,AA
BB,BB
BABAABAAB,BAABAAAABAAAAB
AA,AAAA
A,AA
BBABBBA,BBAABBBAA
BBABBAA,BBAABBAAAA
ABAAA,AABAAAAAA
BBBAABB,BBBAAAABB
BAABAA,BAAAABAAAA
AABABB,AAAABAABB
ABBB,AABBB
BABAAAAA,BAABAAAAAAAAAA
ABAB,AABAAB
BBAA,BBAAAA
BBAB,BBAAB
BBAAAAA,BBAAAAAAAAAA
AB,AAB
ABAAABAB,AABAAAAAABAAB
BABB,BAABB
AAA,AAAAAA
AB,AAB
BABABBAB,BAABAABBAAB
BA,BAA
B,B
BBAB,BBAAB
BA,BAA
AAAABAB,AAAAAAAABAAB
AB,AAB
ABAB,AABAAB
AA,AAAA
AABA,AAAABAA
BBBBBB,BBBBBB
ABABBBA,AABAABBBAA
BBAAABBA,BBAAAAAABBAA
ABB,AABB
ABABABBA,AABAABAABBAA
BBBBBBABA,BBBBBBAABAA
A,AA
BAABBBAAB,BAAAABBBAAAAB
BBBAAB,BBBAAAAB
ABAABAAAA,AABAAAABAAAAAAAA
A,AA
BABBBA,BAABBBAA
BBBAABBBA,BBBAAAABBBAA
B,B
BBBAAAAA,BBBAAAAAAAAAA
BB,BB
BBABBAB,BBAABBAAB
BBAAB,BBAAAAB
AAAAAAA,AAAAAAAAAAAAAA
ABABBAAAA,AABAABBAAAAAAAA
BBBABBBA,BBBAABBBAA
BBBBAAAA,BBBBAAAAAAAA
ABAB,AABAAB
AABABA,AAAABAABAA
BB,BB
B,B
ABBBBBAA,AABBBBBAAAA
ABAABABAB,AABAAAABAABAAB
B,B
BAABBBAB,BAAAABBBAAB
B,B
ABBBBAAAA,AABBBBAAAAAAAA
AAA,AAAAAA
BBAABBBA,BBAAAABBBAA
ABB,AABB
BBBBBBA,BBBBBBAA
AABA,AAAABAA
BAAAABB,BAAAAAAAABB
AB,AAB
BAABBAA,BAAAABBAAAA
ABABBBA,AABAABBBAA
BAABBB,BAAAABBB
BBA,BBAA
AB,AAB
BABAAA,BAABAAAAAA
BA,BAA
BBAAAABB,BBAAAAAAAABB
BABABA,BAABAABAA
ABAAABAA,AABAAAAAABAAAA
A,AA
BBAABABBB,BBAAAABAABBB
AAAABAABB,AAAAAAAABAAAABB
ABAAAA,AABAAAAAAAA
A,AA
B,B
BBAAA,BBAAAAAA
BAAAA,BAAAAAAAA
B,B
ABABBBB,AABAABBBB
ABAB,AABAAB
AAAAA,AAAAAAAAAA
B,B
ABBABBA,AABBAABBAA
BAAABAB,BAAAAAABAAB
ABBAABBAA,AABBAAAABBAAAA
BAAA,BAAAAAA
AABBBBAB,AAAABBBBAAB
BB,BB
ABBABAA,AABBAABAAAA
ABBBBB,AABBBBB
BB,BB
AAA,AAAAAA
BBBA,BBBAA
ABBB,AABBB
A,AA
B,B
BBAA,BBAAAA
ABABAA,AABAABAAAA
BAAAAA,BAAAAAAAAAA
AAABBABAA,AAAAAABBAABAAAA
AABBABBBA,AAAABBAABBBAA
ABA,AABAA
BAA,BAAAA
AAABAA,AAAAAABAAAA
AABABAA,AAAABAABAAAA
B,B
AA,AAAA
AABAAAABA,AAAABAAAAAAAABAA
ABB,AABB
AA,AAAA
BBBBBB,BBBBBB
BAAABBB,BAAAAAABBB
ABBABA,AABBAABAA
BBBA,BBBAA
ABAABABAA,AABAAAABAABAAAA
AABB,AAAABB
BABA,BAABAA
ABAABABAB,AABAAAABAABAAB
BBB,BBB
BBB,BBB
ABB,AABB
ABA,AABAA
ABBA,AABBAA
BABBBBA,BAABBBBAA
BBAAB,BBAAAAB
AAAABAB,AAAAAAAABAAB
AB,AAB
AAAB,AAAAAAB
AABBB,AAAABBB
BAABAAB,BAAAABAAAAB
BBBB,BBBB
A,AA
BABA,BAABAA
AA,AAAA
BBABA,BBAABAA
BAAA,BAAAAAA
ABB,AABB
ABBA,AABBAA
AAABBABAA,AAAAAABBAABAAAA
A,AA
ABABBBB,AABAABBBB
BBBBBBB,BBBBBBB
BAAA,BAAAAAA
ABBA,AABBAA
BB,BB
BAA,BAAAA
AAAA,AAAAAAAA
B,B
BBA,BBAA
AABBAAAB,AAAABBAAAAAAB
BAAAABBB,BAAAAAAAABBB
BBBBAAABA,BBBBAAAAAABAA
BBABA,BBAABAA
AAAAABA,AAAAAAAAAABAA
BABBBA,BAABBBAA
BBABAB,BBAABAAB
BBABB,BBAABB
B,B
BAAB,BAAAAB
BAAAAAABA,BAAAAAAAAAAAABAA
ABABBAABB,AABAABBAAAABB
BA,BAA
AAAAB,AAAAAAAAB
ABBBAAB,AABBBAAAAB
BABAABAAB,BAABAAAABAAAAB
A,AA
BABA,BAABAA
AABABBBB,AAAABAABBBB
BAABBABA,BAAAABBAABAA
A,AA
BB,BB
AABBA,AAAABBAA
BBABB,BBAABB
BBBBBAABA,BBBBBAAAABAA
ABBBABBAB,AABBBAABBAAB
B,B
BBAAABBBB,BBAAAAAABBBB
BBAB,BBAAB
BBAABBAA,BBAAAABBAAAA
A,AA
BAB,BAAB
BAABAABBB,BAAAABAAAABBB
BABAABAAA,BAABAAAABAAAAAA
AB,AAB
ABAAAABA,AABAAAAAAAABAA
ABA,AABAA
ABBBA,AABBBAA
BBBBABBBB,BBBBAABBBB
BAAAA,BAAAAAAAA
AA,AAAA
